Title,Author,Book Subcategory,NYT Ranking,Amz Star ratings,Total_num_of_rating,Amazon Price,ISBN,Publisher,NYT Pub Date,Amazon Product ID
BIG SKY RIVER,Linda Lael Miller,Combined Print Fiction,18,4.7,398.0,16.99,9780373777204,Harlequin,2013-01-20,0785231358
NOTORIOUS NINETEEN,Janet Evanovich,Combined Print Fiction,14,4.5,7413.0,8.99,9780345527745,Random House Publishing,2013-01-13,B0086N7AV0
THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,8,3.4,10333.0,0.0,9780316228534,"Little, Brown & Company",2013-01-13,B009HPTB9U
"MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,7,4.5,5652.0,7.99,9780316210683,"Little, Brown & Company",2013-01-13,B007BGQBFY
LAST LION,William Manchester and Paul Reid,Combined Print Nonfiction,18,4.7,1547.0,17.29,9780316547703,"Little, Brown & Company",2013-01-13,0345548639
PATRIARCH,David Nasaw,Combined Print Nonfiction,19,4.5,527.0,0.0,9781594203763,Penguin Group,2013-01-13,B00A2ZITGA
CLOUD ATLAS,David Mitchell,Combined Print Fiction,16,4.2,5115.0,0.0,9780375507250,Random House Publishing,2013-01-13,B0006QAHHE
WAGING HEAVY PEACE,Neil Young,Combined Print Nonfiction,17,4.2,1322.0,14.57,9780399159466,Penguin Group,2013-01-13,0142180319
THE BLACK BOX,Michael Connelly,Combined Print Fiction,18,4.5,7463.0,9.99,9780316069434,"Little, Brown & Company",2013-01-13,0316069434
THE LAST MAN,Vince Flynn,Combined Print Fiction,19,4.7,5537.0,0.0,9781416595212,Atria/Emily Bestler Books,2013-01-13,B009WUEA3W
BRUCE,Peter Ames Carlin,Combined Print Nonfiction,11,4.5,555.0,0.0,9781439191828,Touchstone,2013-01-13,B009WTTZRO
THE ONION BOOK OF KNOWN KNOWLEDGE,the staff of The Onion,Combined Print Nonfiction,17,4.6,355.0,28.02,9780316133265,"Little, Brown & Company",2013-01-06,0316133264
THE ZOMBIE SURVIVAL GUIDE,Max Brooks,Combined Print Nonfiction,19,4.7,2969.0,10.36,9781400049622,Crown Publishing,2013-01-06,1400049628
THE TIME KEEPER,Mitch Albom,Combined Print Fiction,12,4.5,4680.0,20.29,9781401322786,Hyperion Press,2013-01-06,1401322786
AGENDA 21,Glenn Beck with Harriet Parke,Combined Print Fiction,20,4.5,2902.0,0.0,9781476716695,Threshold Editions,2013-01-06,B00A2ZJBF8
FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,16,4.2,4554.0,10.44,9780062124265,HarperCollins Publishers,2013-01-06,0062124277
TAP DANCING TO WORK,Carol J Loomis,Combined Print Nonfiction,10,4.4,460.0,15.89,9781591845737,Penguin Group,2012-12-30,1591846803
JOY OF HATE,Greg Gutfeld,Combined Print Nonfiction,18,4.7,1198.0,18.0,9780307986962,Crown Publishing,2012-12-30,0307986985
THE ROUND HOUSE,Louise Erdrich,Combined Print Fiction,19,4.4,5067.0,10.25,9780062065247,HarperCollins Publishers,2012-12-30,0062065254
TWO GRAVES,Douglas Preston and Lincoln Child,Combined Print Fiction,10,4.5,2625.0,8.99,9780446554992,Grand Central Publishing,2012-12-30,B007ZGBZHE
DOGFIGHT,Calvin Trillin,Combined Print Nonfiction,14,4.1,95.0,6.99,9780812993684,Random House Publishing,2012-12-23,B008QLSS4K
ANTIFRAGILE,Nassim Nicholas Taleb,Combined Print Nonfiction,16,4.5,838.0,21.0,9781400067824,Random House Publishing,2012-12-23,1982160276
FAR FROM THE TREE,Andrew Solomon,Combined Print Nonfiction,17,4.6,1356.0,14.39,9780743236713,Scribner,2012-12-23,0743236726
WINTER OF THE WORLD,Ken Follett,Combined Print Fiction,11,4.6,15556.0,7.99,9780525952923,Penguin Group,2012-12-23,B007FEFLTO
COLD DAYS,Jim Butcher,Combined Print Fiction,14,4.8,5155.0,0.0,9780451464408,Penguin Group,2012-12-23,B00A2ZIR7G
PRIVATE LONDON,James Patterson and Mark Pearson,Combined Print Fiction,19,4.4,2520.0,9.99,9781455515554,Grand Central Publishing,2012-12-23,B007ZFPUQC
SHADOW’S CLAIM,Kresley Cole,Combined Print Fiction,20,4.7,1118.0,7.99,9781451650051,Pocket Books,2012-12-16,1451650051
THE PERFECT HOPE,Nora Roberts,Combined Print Fiction,17,4.7,5602.0,0.0,9780425246047,Penguin Group,2012-12-16,B009WUENHK
KILL ALEX CROSS,James Patterson,Combined Print Fiction,16,4.6,3027.0,9.99,9781455510191,"Little, Brown & Company",2012-12-16,B004QX07GY
"FATAL FRIENDS, DEADLY NEIGHBORS",Ann Rule,Combined Print Nonfiction,16,4.5,1068.0,9.99,9781451648287,Simon & Schuster,2012-12-16,B007EE4W0Y
POSEIDON'S ARROW,Clive Cussler and Dirk Cussler,Combined Print Fiction,18,4.5,2694.0,0.0,9780399162923,Penguin Group,2012-12-09,B00A2ZIUK0
THE OUTPOST,Jake Tapper,Combined Print Nonfiction,18,4.7,2444.0,0.0,9780316185394,"Little, Brown & Company",2012-12-09,B009VSG9Z2
THE UNTOLD HISTORY OF THE UNITED STATES,Oliver Stone and Peter Kuznick,Combined Print Nonfiction,20,4.6,1179.0,0.0,9781451613513,Simon & Schuster,2012-12-09,B00D4CT3OK
ONE SHOT,Lee Child,Combined Print Fiction,18,4.7,8364.0,9.99,9780345538192,Random House Publishing,2012-12-02,B000FCK5PI
HOW TO CREATE A MIND,Ray Kurzweil,Combined Print Nonfiction,6,4.4,787.0,13.59,9780670025299,Penguin Group,2012-12-02,0143124048
SWEET TOOTH,Ian McEwan,Combined Print Fiction,7,3.6,1834.0,11.99,9780385536820,Knopf Doubleday Publishing,2012-12-02,B0084U0IEG
HALLUCINATIONS,Oliver Sacks,Combined Print Nonfiction,20,4.5,1017.0,11.19,9780307957245,Knopf Doubleday Publishing,2012-12-02,0307947432
THE PANTHER,Nelson DeMille,Combined Print Fiction,16,4.2,4108.0,0.0,9780446580847,Grand Central Publishing,2012-12-02,B009RFFMOI
GENERALS,Thomas E Ricks,Combined Print Nonfiction,14,4.5,708.0,16.99,9781594204043,Penguin Books,2012-11-25,0143124099
ROD,Rod Stewart,Combined Print Nonfiction,15,4.6,3675.0,13.69,9780307987303,Crown Publishing,2012-11-25,0307987329
CUSTER,Larry McMurtry,Combined Print Nonfiction,16,3.4,259.0,0.0,9781451626209,Simon & Schuster,2012-11-25,B00A2ATG0I
WHO I AM,Pete Townshend,Combined Print Nonfiction,18,4.3,1420.0,0.0,9780062127242,HarperCollins Publishers,2012-11-25,B009N9WDK4
HOTEL VENDOME,Danielle Steel,Combined Print Fiction,18,4.5,1438.0,7.99,9780440245209,Random House Publishing,2012-11-25,B004N6369Y
THE BONE BED,Patricia Cornwell,Combined Print Fiction,15,4.1,4376.0,9.99,9780399157561,Penguin Group,2012-11-25,B0083P1QUM
THE SINS OF THE MOTHER,Danielle Steel,Combined Print Fiction,14,4.5,2401.0,7.99,9780385343206,Random House Publishing,2012-11-25,B008ADQLZ2
V IS FOR VENGEANCE,Sue Grafton,Combined Print Fiction,19,4.6,2769.0,13.6,9780425250563,Penguin Group,2012-11-25,0425250563
A WINTER DREAM,Richard Paul Evans,Combined Print Fiction,11,4.7,613.0,11.9,9781451628036,Simon & Schuster,2012-11-18,145162803X
MY KIND OF CHRISTMAS,Ron Carr,Combined Print Fiction,12,4.7,2564.0,11.99,9780778313854,Harlequin,2012-11-18,B07FTK9FCJ
ICED,Karen Marie Moning,Combined Print Fiction,17,4.5,2578.0,0.0,9780385344401,Random House Publishing,2012-11-18,B00A0M7ABA
1225 CHRISTMAS TREE LANE,Debbie Macomber,Combined Print Fiction,15,4.6,1573.0,6.99,9780778313908,Mira,2012-11-18,B008X4BEC8
NYPD RED,James Patterson and Marshall Karp,Combined Print Fiction,18,4.4,5823.0,9.99,9780316199865,"Little, Brown & Company",2012-11-18,B0089EHO7Q
BACK TO BLOOD,Tom Wolfe,Combined Print Fiction,20,3.6,818.0,1.99,9780316036313,"Little, Brown & Company",2012-11-18,B0076DCLVU
A GIFT OF HOPE,Danielle Steel,Combined Print Nonfiction,9,4.5,1085.0,8.99,9780345531360,Random House Publishing,2012-11-18,B004X6PRJG
LOST AT SEA,Jon Ronson,Combined Print Nonfiction,19,4.4,428.0,0.0,9781594631375,Penguin Group,2012-11-18,B009OXQGKM
INTO THE FIRE,Dakota Meyer and Bing West,Combined Print Nonfiction,20,4.3,18.0,23.43,9780812993400,Random House Publishing,2012-11-11,163758167X
HERE COME THE BLACK HELICOPTERS!,Dick Morris & Eileen McGann,Combined Print Nonfiction,18,4.5,162.0,7.99,9780062240590,HarperCollins Publishers,2012-11-11,B008HSEE90
THE END OF YOUR LIFE BOOK CLUB,Will Schwalbe,Combined Print Nonfiction,17,4.2,2036.0,0.0,9780307594037,Knopf Doubleday Publishing,2012-11-11,0307739783
WHY I LEFT GOLDMAN SACHS,Greg Smith,Combined Print Nonfiction,15,4.1,275.0,0.0,9781455527472,Grand Central Publishing,2012-11-11,B009TKK0MU
HALF THE SKY,Nicholas D Kristof and Sheryl WuDunn,Combined Print Nonfiction,14,4.7,2035.0,9.5,9780307387097,Knopf Doubleday Publishing,2012-11-11,0307387097
PLUTOCRATS,Chrystia Freeland,Combined Print Nonfiction,11,4.3,481.0,18.03,9781594204098,Penguin Group,2012-11-11,1594204098
MAKEUP TO BREAKUP,Peter Criss with Larry Sloman,Combined Print Nonfiction,7,4.5,937.0,15.39,9781451620825,Simon & Schuster,2012-11-11,1451620837
THE BRIDGE,Karen Kingsbury,Combined Print Fiction,11,4.6,1763.0,12.79,9781451647013,Howard Books,2012-11-11,1476748659
ANGELS AT THE TABLE,Debbie Macomber,Combined Print Fiction,16,4.6,1198.0,5.99,9780345528872,Random House Publishing,2012-11-11,B007WKE4TE
WYOMING FIERCE,Diana Palmer,Combined Print Fiction,14,4.5,529.0,6.99,9780373776962,Harlequin,2012-11-11,B008X47FH6
THE DROP,Michael Connelly,Combined Print Fiction,20,4.6,5899.0,0.0,9780446556699,"Little, Brown & Company",2012-11-11,B006FCQBQ4
MUGGED,Ann Coulter,Combined Print Nonfiction,13,4.7,756.0,0.0,9781595230997,Penguin Group,2012-11-04,B009I2KOQ6
THE FINISH,Mark Bowden,Combined Print Nonfiction,7,4.2,560.0,15.78,9780802120342,Grove/Atlantic,2012-11-04,0802120342
IN THE PLEASURE GROOVE,John Taylor with Tom Sykes,Combined Print Nonfiction,6,4.6,993.0,0.0,9780525958000,Penguin Group,2012-11-04,B009RFGMQK
FALL OF GIANTS,Ken Follett,Combined Print Fiction,20,4.5,15995.0,7.99,9780451232854,Penguin Group,2012-11-04,B0052RDHTM
SHOCK WAVE,John Sandford,Combined Print Fiction,19,4.6,1972.0,8.99,9780425250488,Penguin Group,2012-11-04,B0054TVW6I
"THE WALKING DEAD, RISE OF THE GOVERNOR",Robert Kirkman and Jay Bonansinga,Combined Print Fiction,18,4.5,930.0,0.0,9780312547745,St. Martin's Press,2012-11-04,B009RFHNB8
MAD RIVER,John Sandford,Combined Print Fiction,15,4.6,3011.0,9.99,9780399157707,Penguin Group,2012-11-04,B0085DP6EY
THE SECRET KEEPER,Kate Morton,Combined Print Fiction,12,4.5,7219.0,0.0,9781439152805,Atria Books,2012-11-04,B009R5Q51W
THE TWELVE,Justin Cronin,Combined Print Fiction,2,4.5,4496.0,0.0,9780345504982,Random House Publishing,2012-11-04,B009RFGP8K
IS EVERYONE HANGING OUT WITHOUT ME?,Mindy Kaling,Combined Print Nonfiction,20,4.4,5841.0,0.0,9780307886279,Crown Publishing,2012-11-04,B0061YXJO8
