rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
3,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-10-24
4,0374181179,9780374181178,"Farrar, Straus & Giroux",CROSSROADS,Jonathan Franzen,Hardcover Fiction,2021-10-24
5,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-10-24
6,0385545134,9780385545136,Doubleday,HARLEM SHUFFLE,Colson Whitehead,Hardcover Fiction,2021-10-24
7,1984821520,9781984821522,Delacorte,THE BUTLER,Danielle Steel,Hardcover Fiction,2021-10-24
8,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-10-24
9,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-10-24
10,0316276626,9780316276627,"Little, Brown",THE JAILHOUSE LAWYER,James Patterson and Nancy Allen,Hardcover Fiction,2021-10-24
11,0393881148,9780393881141,Norton,BEWILDERMENT,Richard Powers,Hardcover Fiction,2021-10-24
12,1250276896,9781250276896,St. Martin's,THREE SISTERS,Heather Morris,Hardcover Fiction,2021-10-24
13,0374602603,9780374602604,"Farrar, Straus & Giroux","BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,Hardcover Fiction,2021-10-24
14,None,9781250835994,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2021-10-24
15,1982164883,9781982164881,Emily Bestler/Atria,VINCE FLYNN: ENEMY AT THE GATES,Kyle Mills,Hardcover Fiction,2021-10-24
1,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-10-17
2,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-10-17
3,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-10-17
4,0385545134,9780385545136,Doubleday,HARLEM SHUFFLE,Colson Whitehead,Hardcover Fiction,2021-10-17
5,0593128869,9780593128862,Del Rey,THE LAST GRADUATE,Naomi Novik,Hardcover Fiction,2021-10-17
6,0316276626,9780316276627,"Little, Brown",THE JAILHOUSE LAWYER,James Patterson and Nancy Allen,Hardcover Fiction,2021-10-17
7,0393881148,9780393881141,Norton,BEWILDERMENT,Richard Powers,Hardcover Fiction,2021-10-17
8,1984880993,9781984880994,Pamela Dorman,THE MAN WHO DIED TWICE,Richard Osman,Hardcover Fiction,2021-10-17
9,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-10-17
10,1250279313,9781250279316,St. Martin's,THE SANTA SUIT,Mary Kay Andrews,Hardcover Fiction,2021-10-17
11,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-10-17
12,0374602603,9780374602604,"Farrar, Straus & Giroux","BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,Hardcover Fiction,2021-10-17
13,1982164883,9781982164881,Emily Bestler/Atria,VINCE FLYNN: ENEMY AT THE GATES,Kyle Mills,Hardcover Fiction,2021-10-17
14,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-10-17
15,073521123X,9780735211230,Riverhead,A SLOW FIRE BURNING,Paula Hawkins,Hardcover Fiction,2021-10-17
1,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-10-10
2,0316276626,9780316276627,"Little, Brown",THE JAILHOUSE LAWYER,James Patterson and Nancy Allen,Hardcover Fiction,2021-10-10
3,0385545134,9780385545136,Doubleday,HARLEM SHUFFLE,Colson Whitehead,Hardcover Fiction,2021-10-10
4,1250217342,9781250217349,Tor,UNDER THE WHISPERING DOOR,TJ Klune,Hardcover Fiction,2021-10-10
5,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-10-10
6,1982164883,9781982164881,Emily Bestler/Atria,VINCE FLYNN: ENEMY AT THE GATES,Kyle Mills,Hardcover Fiction,2021-10-10
7,0374602603,9780374602604,"Farrar, Straus & Giroux","BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,Hardcover Fiction,2021-10-10
8,0393881148,9780393881141,Norton,BEWILDERMENT,Richard Powers,Hardcover Fiction,2021-10-10
9,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-10-10
10,0593297253,9780593297254,Viking,DAUGHTER OF THE MORNING STAR,Craig Johnson,Hardcover Fiction,2021-10-10
11,073521123X,9780735211230,Riverhead,A SLOW FIRE BURNING,Paula Hawkins,Hardcover Fiction,2021-10-10
12,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-10-10
13,1250272815,9781250272812,St. Martin's,FORGOTTEN IN DEATH,J.D. Robb,Hardcover Fiction,2021-10-10
14,1250145260,9781250145260,Minotaur,THE MADNESS OF CROWDS,Louise Penny,Hardcover Fiction,2021-10-10
15,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-10-10
1,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-10-03
2,0385545134,9780385545136,Doubleday,HARLEM SHUFFLE,Colson Whitehead,Hardcover Fiction,2021-10-03
3,1982164883,9781982164881,Emily Bestler/Atria,VINCE FLYNN: ENEMY AT THE GATES,Kyle Mills,Hardcover Fiction,2021-10-03
4,0374602603,9780374602604,"Farrar, Straus & Giroux","BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,Hardcover Fiction,2021-10-03
5,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-10-03
6,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-10-03
7,073521123X,9780735211230,Riverhead,A SLOW FIRE BURNING,Paula Hawkins,Hardcover Fiction,2021-10-03
8,1250245281,9781250245281,St. Martin's,EMPIRE OF THE VAMPIRE,Jay Kristoff,Hardcover Fiction,2021-10-03
9,1250272815,9781250272812,St. Martin's,FORGOTTEN IN DEATH,J.D. Robb,Hardcover Fiction,2021-10-03
10,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-10-03
11,1250145260,9781250145260,Minotaur,THE MADNESS OF CROWDS,Louise Penny,Hardcover Fiction,2021-10-03
12,1594634491,9781594634499,Riverhead,MATRIX,Lauren Groff,Hardcover Fiction,2021-10-03
13,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-10-03
14,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-10-03
15,0316187240,9780316187244,Orbit,THE WISDOM OF CROWDS,Joe Abercrombie,Hardcover Fiction,2021-10-03
1,0374602603,9780374602604,"Farrar, Straus & Giroux","BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,Hardcover Fiction,2021-09-26
2,1250272815,9781250272812,St. Martin's,FORGOTTEN IN DEATH,J.D. Robb,Hardcover Fiction,2021-09-26
3,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-09-26
4,073521123X,9780735211230,Riverhead,A SLOW FIRE BURNING,Paula Hawkins,Hardcover Fiction,2021-09-26
5,1594634491,9781594634499,Riverhead,MATRIX,Lauren Groff,Hardcover Fiction,2021-09-26
6,1250266106,9781250266101,Flatiron,ROCK PAPER SCISSORS,Alice Feeney,Hardcover Fiction,2021-09-26
7,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-09-26
8,1250145260,9781250145260,Minotaur,THE MADNESS OF CROWDS,Louise Penny,Hardcover Fiction,2021-09-26
9,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-09-26
10,1982137363,9781982137366,Atria,THE NIGHT SHE DISAPPEARED,Lisa Jewell,Hardcover Fiction,2021-09-26
11,0316499870,9780316499873,"Little, Brown",THE NOISE,James Patterson and J.D. Barker,Hardcover Fiction,2021-09-26
12,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-09-26
13,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-09-26
14,1250802563,9781250802569,Flatiron,L.A. WEATHER,María Amparo Escandón,Hardcover Fiction,2021-09-26
15,125020447X,9781250204479,Minotaur,THE HERON'S CRY,Ann Cleeves,Hardcover Fiction,2021-09-26
1,073521123X,9780735211230,Riverhead,A SLOW FIRE BURNING,Paula Hawkins,Hardcover Fiction,2021-09-19
2,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-09-19
3,1250145260,9781250145260,Minotaur,THE MADNESS OF CROWDS,Louise Penny,Hardcover Fiction,2021-09-19
4,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-09-19
5,0316499870,9780316499873,"Little, Brown",THE NOISE,James Patterson and J.D. Barker,Hardcover Fiction,2021-09-19
6,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-09-19
7,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-09-19
8,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-09-19
9,1984821490,9781984821492,Delacorte,COMPLICATIONS,Danielle Steel,Hardcover Fiction,2021-09-19
10,198482046X,9781984820464,Ballantine,WE WERE NEVER HERE,Andrea Bartz,Hardcover Fiction,2021-09-19
11,0316540714,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-09-19
12,006294293X,9780062942937,Harper,THE LOVE SONGS OF W.E.B. DU BOIS,Honorée Fanonne Jeffers,Hardcover Fiction,2021-09-19
13,0593135202,9780593135204,Ballantine,PROJECT HAIL MARY,Andy Weir,Hardcover Fiction,2021-09-19
14,0765387565,9780765387561,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2021-09-19
15,1982128682,9781982128685,Atria,LIGHTNING STRIKE,William Kent Krueger,Hardcover Fiction,2021-09-19
1,1250145260,9781250145260,Minotaur,THE MADNESS OF CROWDS,Louise Penny,Hardcover Fiction,2021-09-12
2,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-09-12
3,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-09-12
4,006294293X,9780062942937,Harper,THE LOVE SONGS OF W.E.B. DU BOIS,Honorée Fanonne Jeffers,Hardcover Fiction,2021-09-12
5,1982128682,9781982128685,Atria,LIGHTNING STRIKE,William Kent Krueger,Hardcover Fiction,2021-09-12
6,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-09-12
7,0316499870,9780316499873,"Little, Brown",THE NOISE,James Patterson and J.D. Barker,Hardcover Fiction,2021-09-12
8,1984821490,9781984821492,Delacorte,COMPLICATIONS,Danielle Steel,Hardcover Fiction,2021-09-12
9,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-09-12
10,1538736705,9781538736708,Grand Central,BLOODLESS,Douglas Preston and Lincoln Child,Hardcover Fiction,2021-09-12
11,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-09-12
12,0316540714,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-09-12
13,0765387565,9780765387561,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2021-09-12
14,198482046X,9781984820464,Ballantine,WE WERE NEVER HERE,Andrea Bartz,Hardcover Fiction,2021-09-12
15,0593135202,9780593135204,Ballantine,PROJECT HAIL MARY,Andy Weir,Hardcover Fiction,2021-09-12
1,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-09-05
2,1538736705,9781538736708,Grand Central,BLOODLESS,Douglas Preston and Lincoln Child,Hardcover Fiction,2021-09-05
3,1984821490,9781984821492,Delacorte,COMPLICATIONS,Danielle Steel,Hardcover Fiction,2021-09-05
4,0316499870,9780316499873,"Little, Brown",THE NOISE,James Patterson and J.D. Barker,Hardcover Fiction,2021-09-05
5,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-09-05
6,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-09-05
7,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-09-05
8,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-09-05
9,0316540714,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-09-05
10,1982175168,9781982175160,Gallery,CHASING THE BOOGEYMAN,Richard Chizmar,Hardcover Fiction,2021-09-05
11,0765387565,9780765387561,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2021-09-05
12,006283486X,9780062834867,Harper,THE CELLIST,Daniel Silva,Hardcover Fiction,2021-09-05
13,198482046X,9781984820464,Ballantine,WE WERE NEVER HERE,Andrea Bartz,Hardcover Fiction,2021-09-05
14,0316420085,9780316420082,"Little, Brown",GOLDEN GIRL,Elin Hilderbrand,Hardcover Fiction,2021-09-05
15,1250178606,9781250178602,St. Martin's,THE FOUR WINDS,Kristin Hannah,Hardcover Fiction,2021-09-05
1,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-08-29
2,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-08-29
3,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-08-29
4,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-08-29
5,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-08-29
6,198482046X,9781984820464,Ballantine,WE WERE NEVER HERE,Andrea Bartz,Hardcover Fiction,2021-08-29
7,0765387565,9780765387561,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2021-08-29
8,006283486X,9780062834867,Harper,THE CELLIST,Daniel Silva,Hardcover Fiction,2021-08-29
9,0063004089,9780063004085,Morrow,VORTEX,Catherine Coulter,Hardcover Fiction,2021-08-29
10,1538751968,9781538751961,Grand Central,BLIND TIGER,Sandra Brown,Hardcover Fiction,2021-08-29
11,1984880551,9781984880550,Pamela Dorman,NOT A HAPPY FAMILY,Shari Lapena,Hardcover Fiction,2021-08-29
12,0316540714,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-08-29
13,1982104120,9781982104122,Emily Bestler/Atria,BLACK ICE,Brad Thor,Hardcover Fiction,2021-08-29
14,0593135202,9780593135204,Ballantine,PROJECT HAIL MARY,Andy Weir,Hardcover Fiction,2021-08-29
15,1250178606,9781250178602,St. Martin's,THE FOUR WINDS,Kristin Hannah,Hardcover Fiction,2021-08-29
1,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-08-22
2,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-08-22
3,198482046X,9781984820464,Ballantine,WE WERE NEVER HERE,Andrea Bartz,Hardcover Fiction,2021-08-22
4,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-08-22
5,1538751968,9781538751961,Grand Central,BLIND TIGER,Sandra Brown,Hardcover Fiction,2021-08-22
6,1984880551,9781984880550,Pamela Dorman,NOT A HAPPY FAMILY,Shari Lapena,Hardcover Fiction,2021-08-22
7,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-08-22
8,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-08-22
9,006283486X,9780062834867,Harper,THE CELLIST,Daniel Silva,Hardcover Fiction,2021-08-22
10,1982104120,9781982104122,Emily Bestler/Atria,BLACK ICE,Brad Thor,Hardcover Fiction,2021-08-22
11,1250796229,9781250796226,Celadon,WE ARE THE BRENNANS,Tracey Lange,Hardcover Fiction,2021-08-22
12,0316540714,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-08-22
13,059308490X,9780593084908,Putnam,THE TURNOUT,Megan Abbott,Hardcover Fiction,2021-08-22
14,0063049902,9780063049901,Ecco,AFTERPARTIES,Anthony Veasna So,Hardcover Fiction,2021-08-22
15,1250244145,9781250244147,Flatiron,ONCE THERE WERE WOLVES,Charlotte McConaghy,Hardcover Fiction,2021-08-22
1,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-08-15
2,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-08-15
3,1984880551,9781984880550,Pamela Dorman,NOT A HAPPY FAMILY,Shari Lapena,Hardcover Fiction,2021-08-15
4,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-08-15
5,006283486X,9780062834867,Harper,THE CELLIST,Daniel Silva,Hardcover Fiction,2021-08-15
6,1982104120,9781982104122,Emily Bestler/Atria,BLACK ICE,Brad Thor,Hardcover Fiction,2021-08-15
7,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-08-15
8,0316540714,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-08-15
9,0593135202,9780593135204,Ballantine,PROJECT HAIL MARY,Andy Weir,Hardcover Fiction,2021-08-15
10,1250304458,9781250304452,Celadon,THE MAIDENS,Alex Michaelides,Hardcover Fiction,2021-08-15
11,1250178606,9781250178602,St. Martin's,THE FOUR WINDS,Kristin Hannah,Hardcover Fiction,2021-08-15
12,0316420085,9780316420082,"Little, Brown",GOLDEN GIRL,Elin Hilderbrand,Hardcover Fiction,2021-08-15
13,0385547684,9780385547680,Doubleday,SOOLEY,John Grisham,Hardcover Fiction,2021-08-15
14,0765387565,9780765387561,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2021-08-15
15,0593101537,9780593101537,Berkley,THE PERSONAL LIBRARIAN,Marie Benedict and Victoria Christopher Murray,Hardcover Fiction,2021-08-15
1,1982104120,9781982104122,Emily Bestler/Atria,BLACK ICE,Brad Thor,Hardcover Fiction,2021-08-08
2,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-08-08
3,006283486X,9780062834867,Harper,THE CELLIST,Daniel Silva,Hardcover Fiction,2021-08-08
4,0593329821,9780593329825,Riverhead,THE PAPER PALACE,Miranda Cowley Heller,Hardcover Fiction,2021-08-08
5,1524798657,9781524798659,Ballantine,MALIBU RISING,Taylor Jenkins Reid,Hardcover Fiction,2021-08-08
6,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-08-08
7,0316540714,9780316540711,"Little, Brown",THE PRESIDENT'S DAUGHTER,Bill Clinton and James Patterson,Hardcover Fiction,2021-08-08
8,0062858092,9780062858092,Morrow,FALSE WITNESS,Karin Slaughter,Hardcover Fiction,2021-08-08
9,1982177888,9781982177881,Avid Reader,FALLING,T.J. Newman,Hardcover Fiction,2021-08-08
10,0593101537,9780593101537,Berkley,THE PERSONAL LIBRARIAN,Marie Benedict and Victoria Christopher Murray,Hardcover Fiction,2021-08-08
11,1984821431,9781984821430,Delacorte,NINE LIVES,Danielle Steel,Hardcover Fiction,2021-08-08
12,1984818783,9781984818782,Ballantine,IT'S BETTER THIS WAY,Debbie Macomber,Hardcover Fiction,2021-08-08
13,1250304458,9781250304452,Celadon,THE MAIDENS,Alex Michaelides,Hardcover Fiction,2021-08-08
14,0316420085,9780316420082,"Little, Brown",GOLDEN GIRL,Elin Hilderbrand,Hardcover Fiction,2021-08-08
15,0593135202,9780593135204,Ballantine,PROJECT HAIL MARY,Andy Weir,Hardcover Fiction,2021-08-08
1,0063061147,9780063061149,Harper,RED-HANDED,Peter Schweizer,Hardcover Nonfiction,current
2,1982159316,9781982159313,Simon & Schuster,HOW TO BE PERFECT,Michael Schur,Hardcover Nonfiction,current
3,0593230574,9780593230572,One World,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Hardcover Nonfiction,current
4,0062892355,9780062892355,Harper,THE BETRAYAL OF ANNE FRANK,Rosemary Sullivan,Hardcover Nonfiction,current
5,035856736X,9780358567363,Harvest,ENOUGH ALREADY,Valerie Bertinelli,Hardcover Nonfiction,current
6,0062977407,9780062977403,Ecco,SOUTH TO AMERICA,Imani Perry,Hardcover Nonfiction,current
7,1984877925,9781984877925,Penguin Press,WILL,Will Smith with Mark Manson,Hardcover Nonfiction,current
8,0063209780,9780063209787,Harper,UNTHINKABLE,Jamie Raskin,Hardcover Nonfiction,current
9,0525657746,9780525657743,Knopf,CRYING IN H MART,Michelle Zauner,Hardcover Nonfiction,current
10,0063076098,9780063076099,Dey Street,THE STORYTELLER,Dave Grohl,Hardcover Nonfiction,current
11,0593139135,9780593139134,Crown,GREENLIGHTS,Matthew McConaughey,Hardcover Nonfiction,current
12,1984801252,9781984801258,Dial,UNTAMED,Glennon Doyle,Hardcover Nonfiction,current
13,1510766804,9781510766808,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Hardcover Nonfiction,current
14,1982132116,9781982132118,Atria,BLOOD IN THE GARDEN,Chris Herring,Hardcover Nonfiction,current
15,1982168013,9781982168018,Gallery,TASTE,Stanley Tucci,Hardcover Nonfiction,current
1,0593230574,9780593230572,One World,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Hardcover Nonfiction,2022-02-06
2,035856736X,9780358567363,Harvest,ENOUGH ALREADY,Valerie Bertinelli,Hardcover Nonfiction,2022-02-06
3,0062892355,9780062892355,Harper,THE BETRAYAL OF ANNE FRANK,Rosemary Sullivan,Hardcover Nonfiction,2022-02-06
